Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
22/08/2023,"3,430",,304,"1,033,670","3,440","3,440","3,400","88,185","88,185"
21/08/2023,"3,450",,659,"2,263,440","3,450","3,450","3,340","88,700","88,700"
18/08/2023,"3,450",,221,"767,290","3,490","3,490","3,450","88,700","88,700"
17/08/2023,"3,450",,376,"1,300,030","3,490","3,490","3,450","88,700","88,700"
16/08/2023,"3,500",,8,"27,710","3,410","3,500","3,410","89,985","89,985"
15/08/2023,"3,440",,185,"636,520","3,450","3,450","3,440","88,442","88,442"
14/08/2023,"3,460",,194,"669,790","3,460","3,460","3,450","88,957","88,957"
11/08/2023,"3,520",,59,"208,150","3,530","3,530","3,440","90,499","90,499"
10/08/2023,"3,510",,482,"1,688,650","3,500","3,600","3,500","90,242","90,242"
09/08/2023,"3,500",,137,"479,240","3,540","3,540","3,490","89,985","89,985"
08/08/2023,"3,490",,747,"2,586,900","3,520","3,520","3,430","89,728","89,728"
07/08/2023,"3,520",,385,"1,338,180","3,450","3,560","3,430","90,499","90,499"
04/08/2023,"3,500",,531,"1,858,300","3,480","3,500","3,480","89,985","89,985"
03/08/2023,"3,480",,635,"2,195,100","3,450","3,480","3,450","89,471","89,471"
02/08/2023,"3,450",,501,"1,728,450","3,450","3,450","3,450","88,700","88,700"
01/08/2023,"3,450",,104,"358,760","3,480","3,480","3,360","88,700","88,700"
31/07/2023,"3,490",,3,"10,470","3,490","3,490","3,490","89,728","89,728"
28/07/2023,"3,440",,186,"644,360","3,510","3,510","3,430","88,442","88,442"
27/07/2023,"3,420",,624,"2,157,470","3,470","3,480","3,400","87,928","87,928"
26/07/2023,"3,390",,81,"273,000","3,240","3,400","3,240","87,157","87,157"
25/07/2023,"3,330",,"1,204","4,016,470","3,370","3,390","3,330","85,614","85,614"
21/07/2023,"3,370",,261,"866,650","3,300","3,370","3,300","86,643","86,643"
20/07/2023,"3,300",,127,"418,960","3,280","3,330","3,280","84,843","84,843"
19/07/2023,"3,280",,"3,481","11,305,580","3,420","3,520","3,200","84,329","84,329"
18/07/2023,"3,420",,4,"13,680","3,420","3,420","3,420","87,928","87,928"
17/07/2023,"3,550",,630,"2,220,470","3,630","3,630","3,500","91,270","91,270"
14/07/2023,"3,660",,800,"2,721,920","3,510","3,660","3,310","94,099","94,099"
13/07/2023,"3,530",,376,"1,300,710","3,550","3,560","3,300","90,756","90,756"
12/07/2023,"3,600",,259,"933,830","3,980","3,980","3,470","92,556","92,556"
11/07/2023,"3,660",,"2,514","8,733,360","3,370","3,660","3,100","94,099","94,099"
10/07/2023,"3,370",,"4,891","16,578,930","3,610","3,630","3,350","86,643","86,643"
07/07/2023,"3,670",,"2,925","10,661,840","3,770","3,770","3,610","94,356","94,356"
06/07/2023,"3,690",,"1,774","6,612,770","3,820","3,820","3,690","94,870","94,870"
05/07/2023,"3,800",,64,"242,980","3,780","3,810","3,780","97,698","97,698"
04/07/2023,"3,790",,488,"1,839,690","3,830","3,830","3,750","97,441","97,441"
03/07/2023,"3,830",,929,"3,506,930","3,890","3,890","3,700","98,469","98,469"
30/06/2023,"3,830",,156,"595,370","3,890","3,890","3,730","98,469","98,469"
29/06/2023,"3,830",,48,"183,790","3,850","3,880","3,800","98,469","98,469"
28/06/2023,"3,800",,581,"2,208,810","3,800","3,870","3,800","97,698","97,698"
27/06/2023,"3,890",,"2,053","7,897,510","3,870","3,930","3,820","100,012","100,012"
26/06/2023,"3,940",,113,"444,460","3,930","3,940","3,880","101,297","101,297"
23/06/2023,"3,930",,74,"290,940","3,940","3,940","3,900","101,040","101,040"
22/06/2023,"3,950",,172,"677,920","3,930","3,950","3,900","101,554","101,554"
21/06/2023,"3,940",,318,"1,255,810","3,940","3,950","3,880","101,297","101,297"
20/06/2023,"3,960",,"1,301","5,037,580","3,960","3,960","3,850","101,812","101,812"
19/06/2023,"3,940",,583,"2,262,990","3,960","3,960","3,870","101,297","101,297"
16/06/2023,"3,930",,"1,199","4,662,280","3,940","3,940","3,870","101,040","101,040"
15/06/2023,"3,910",,999,"3,935,520","3,980","3,990","3,910","100,526","100,526"
14/06/2023,"3,980",,"1,127","4,419,440","4,040","4,040","3,810","102,326","102,326"
13/06/2023,"4,060",,428,"1,733,360","4,060","4,100","4,000","104,383","104,383"
12/06/2023,"4,100",,43,"176,820","4,080","4,120","4,080","105,411","105,411"
