Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
24/05/2023,"2,330",,574,"1,340,850","2,340","2,340","2,330","15,055","43,015"
23/05/2023,"2,330",,"12,480","28,971,920","2,340","2,340","2,310","15,055","43,015"
22/05/2023,"2,340",,"15,991","37,505,950","2,360","2,360","2,330","15,120","43,200"
19/05/2023,"2,350",,"8,322","19,496,870","2,310","2,350","2,310","15,185","43,385"
18/05/2023,"2,330",,394,"914,910","2,330","2,330","2,320","15,055","43,015"
17/05/2023,"2,330",,"1,465","3,389,940","2,350","2,350","2,310","15,055","43,015"
16/05/2023,"2,330",,384,"892,390","2,340","2,340","2,310","15,055","43,015"
15/05/2023,"2,330",,"1,176","2,729,080","2,310","2,340","2,310","15,055","43,015"
12/05/2023,"2,340",,880,"2,055,100","2,340","2,340","2,330","15,120","43,200"
11/05/2023,"2,340",,543,"1,257,660","2,340","2,340","2,300","15,120","43,200"
10/05/2023,"2,340",,693,"1,609,410","2,300","2,340","2,300","15,120","43,200"
09/05/2023,"2,340",,"1,366","3,156,910","2,310","2,350","2,290","15,120","43,200"
05/05/2023,"2,320",,"10,327","23,905,040","2,330","2,350","2,300","14,991","42,831"
03/05/2023,"2,330",,"4,217","9,851,500","2,340","2,350","2,330","15,055","43,015"
02/05/2023,"2,350",,"6,268","14,629,130","2,350","2,350","2,320","15,185","43,385"
28/04/2023,"2,360",,312,"734,460","2,360","2,360","2,350","15,249","43,569"
27/04/2023,"2,360",,"2,167","5,069,880","2,360","2,360","2,330","15,249","43,569"
26/04/2023,"2,370",,165,"389,490","2,370","2,370","2,350","15,314","43,754"
25/04/2023,"2,370",,"1,809","4,270,520","2,360","2,370","2,350","15,314","43,754"
24/04/2023,"2,370",,"2,441","5,740,600","2,370","2,370","2,350","15,314","43,754"
21/04/2023,"2,370",,"1,232","2,905,840","2,370","2,370","2,350","15,314","43,754"
20/04/2023,"2,370",,548,"1,292,890","2,360","2,370","2,350","15,314","43,754"
